time,can1_AB_Gurtschloss_Reihe2_BF [],can1_AB_Gurtschloss_FA [],can1_AB_Gurtschloss_BF [],can1_AB_Gurtschloss_Reihe2_FA [],can1_AB_Gurtschloss_Reihe2_MI []
141.23287987709045,3,3,3,2,2
141.43188786506653,3,3,3,2,2
141.6318850517273,3,3,3,2,2
141.83288192749023,3,3,3,2,2
142.03289103507996,3,3,3,2,2
142.2328782081604,3,3,3,2,2
142.4328751564026,3,3,3,2,2
142.63286709785461,3,3,3,2,2
142.83289313316345,3,3,3,2,2
143.03287816047668,3,3,3,2,2
143.2328851222992,3,3,3,2,2
143.4328920841217,3,3,3,2,2
143.63287901878357,3,3,3,2,2
143.8328800201416,3,3,3,2,2
144.03288102149963,3,3,3,2,2
144.23388409614563,3,3,3,2,2
144.4328830242157,3,3,3,2,2
144.6328830718994,3,3,3,2,2
144.83287811279297,3,3,3,2,2
145.03288102149963,3,3,3,2,2
145.23387813568115,3,3,3,2,2
145.4328830242157,3,3,3,2,2
145.63287997245789,3,3,3,2,2
145.8328890800476,3,3,3,2,2
146.0328872203827,3,3,3,2,2
146.2339231967926,3,3,3,2,2
146.43387818336487,3,3,3,2,2
146.6338770389557,3,3,3,2,2
146.83388710021973,3,3,3,2,2
147.03387904167175,3,3,3,2,2
147.2338891029358,3,3,3,2,2
147.43388080596924,3,3,3,2,2
147.63388299942017,3,3,3,2,2
147.83388304710388,3,3,3,2,2
