time,can0_MO_Drehzahl_01 [Unit_MinutInver]
132.09617519378662,1255.0
132.10601711273193,1246.5
132.11677312850952,1236.5
132.127014875412,1225.5
132.13651204109192,1217.5
132.14605498313904,1209.5
132.1562740802765,1200.0
132.1666440963745,1191.0
132.17701196670532,1181.5
132.18601298332214,1171.5
132.19600319862366,1162.5
132.20605492591858,1154.0
132.2167649269104,1144.5
132.22626399993896,1135.0
132.2365119457245,1125.0
132.24701404571533,1117.0
132.25702714920044,1106.5
132.26664018630981,1099.5
132.27600407600403,1091.0
132.28604388237,1083.0
132.2970151901245,1076.0
132.30604219436646,1071.0
132.3171420097351,1068.0
132.3260600566864,1064.5
132.33591985702515,1063.0
132.34602117538452,1063.5
132.35606718063354,1064.5
132.36664509773254,1067.0
132.37605714797974,1072.0
132.38618922233582,1077.5
132.39701199531555,1085.0
132.4060230255127,1091.5
132.41713690757751,1100.0
132.42626309394836,1110.0
132.43699622154236,1118.5
132.4459981918335,1127.0
132.45601511001587,1136.5
132.4667661190033,1145.5
132.47600507736206,1155.5
132.4860200881958,1165.0
132.49587988853455,1174.0
132.50604701042175,1184.5
132.51605606079102,1194.5
132.52701997756958,1208.0
132.53701615333557,1219.5
132.54605507850647,1232.0
132.55601906776428,1246.5
132.5667679309845,1261.5
132.57600688934326,1277.0
132.58701610565186,1293.0
132.59700894355774,1310.0
132.60700607299805,1324.5
132.61712312698364,1343.0
132.62726211547852,1359.5
132.63618206977844,1376.0
132.64601302146912,1393.0
132.65702199935913,1410.0
132.66676211357117,1429.0
132.6760482788086,1446.5
132.68651008605957,1464.0
132.6961851119995,1480.5
132.70602202415466,1498.0
132.71725797653198,1513.5
132.72601199150085,1529.5
132.73676013946533,1541.5
132.74606108665466,1552.5
132.75604820251465,1559.0
132.76676416397095,1560.0
132.77601790428162,1558.5
132.78600811958313,1554.5
132.79700827598572,1547.5
132.80688309669495,1539.0
132.81737613677979,1532.0
132.82638907432556,1525.5
132.8367691040039,1519.0
132.8460340499878,1513.5
132.8558931350708,1511.5
132.86688995361328,1511.5
132.8760461807251,1511.0
132.8861780166626,1512.0
132.89603519439697,1516.5
132.906888961792,1521.5
132.91738295555115,1527.0
132.92701601982117,1532.5
132.93625712394714,1539.5
