time,can0_ESP_Querbeschleunigung [Unit_ForceOfGravi],can0_ESP_Laengsbeschl [Unit_MeterPerSeconSquar],can0_ESP_Gierrate [Unit_DegreOfArcPerSecon],can0_ESP_VZ_Gierrate []
25.020380973815918,0.020000000000000018,-0.09375,1.58,0
25.041042804718018,0.030000000000000027,-0.09375,1.46,0
25.06050682067871,0.040000000000000036,-0.1875,1.35,0
25.081254959106445,0.020000000000000018,-0.1875,1.31,0
25.101383924484253,0.0,-0.1875,1.24,0
25.12075972557068,0.0,-0.1875,1.16,0
25.14051103591919,0.0,-0.1875,1.19,0
25.16137194633484,0.0,-0.1875,1.19,0
25.180879831314087,0.0,-0.1875,1.24,0
25.201011896133423,0.0,-0.1875,1.22,0
25.22037982940674,0.010000000000000009,-0.1875,1.28,0
25.24125075340271,0.010000000000000009,-0.28125,1.24,0
25.26038098335266,0.0,-0.28125,1.08,0
25.281007766723633,0.010000000000000009,-0.28125,0.91,0
25.30043601989746,0.030000000000000027,-0.28125,0.8,0
25.320315837860107,0.050000000000000044,-0.28125,0.76,0
25.34038496017456,0.030000000000000027,-0.375,0.75,0
25.360509872436523,0.0,-0.375,0.62,0
25.380626916885376,-0.010000000000000009,-0.375,0.46,0
25.401378870010376,-0.030000000000000027,-0.375,0.3,0
25.42051386833191,-0.010000000000000009,-0.375,0.32,0
25.440390825271606,0.010000000000000009,-0.46875,0.49,0
25.461632013320923,0.040000000000000036,-0.46875,0.66,0
25.48125386238098,0.050000000000000044,-0.5625,0.84,0
25.501372814178467,0.020000000000000018,-0.5625,0.86,0
25.52124786376953,0.0,-0.65625,0.68,0
25.540390968322754,0.010000000000000009,-0.78125,0.47000000000000003,0
25.561502933502197,0.020000000000000018,-0.875,0.22,0
25.58125591278076,0.030000000000000027,-0.96875,0.07,0
25.601285934448242,0.030000000000000027,-0.96875,0.0,1
25.621248960494995,0.020000000000000018,-0.96875,0.06,0
25.641255855560303,0.010000000000000009,-0.96875,0.18,0
25.66150403022766,0.010000000000000009,-0.96875,0.48,0
25.680542945861816,0.020000000000000018,-0.96875,0.72,0
25.701377868652344,0.030000000000000027,-0.96875,0.9,0
25.721256017684937,0.020000000000000018,-0.96875,0.98,0
25.741374015808105,0.020000000000000018,-0.96875,0.92,0
25.761507749557495,0.020000000000000018,-1.0625,0.81,0
25.78038787841797,0.020000000000000018,-1.0625,0.68,0
25.80128574371338,0.030000000000000027,-1.0625,0.54,0
25.821305751800537,0.030000000000000027,-1.0625,0.56,0
25.841249704360962,0.030000000000000027,-1.0625,0.5,0
25.860626935958862,0.020000000000000018,-1.0625,0.53,0
25.881387948989868,0.030000000000000027,-1.0625,0.59,0
25.90137767791748,0.030000000000000027,-1.0625,0.62,0
25.921247005462646,0.030000000000000027,-1.0625,0.67,0
25.941375017166138,0.030000000000000027,-1.0625,0.66,0
25.961623668670654,0.030000000000000027,-1.0625,0.66,0
25.980528831481934,0.030000000000000027,-1.0625,0.66,0
26.001250743865967,0.030000000000000027,-1.0625,0.7000000000000001,0
26.021377086639404,0.040000000000000036,-1.0625,0.81,0
26.041260719299316,0.040000000000000036,-1.0625,0.93,0
26.06163191795349,0.040000000000000036,-1.0625,1.03,0
26.081378698349,0.020000000000000018,-1.0625,1.06,0
26.10137391090393,0.010000000000000009,-1.15625,0.9500000000000001,0
26.121250867843628,0.020000000000000018,-1.15625,1.02,0
26.14137601852417,0.040000000000000036,-1.0625,1.21,0
26.161500930786133,0.06000000000000005,-1.0625,1.37,0
26.18137502670288,0.050000000000000044,-1.0625,1.42,0
26.201258897781372,0.040000000000000036,-1.0625,1.4000000000000001,0
26.221374034881592,0.030000000000000027,-1.0625,1.32,0
26.241251707077026,0.030000000000000027,-1.0625,1.25,0
26.260507822036743,0.040000000000000036,-1.0625,1.32,0
26.280876874923706,0.050000000000000044,-1.0625,1.53,0
26.30137586593628,0.06000000000000005,-1.0625,1.6500000000000001,0
26.32124972343445,0.06000000000000005,-1.0625,1.84,0
26.341376066207886,0.050000000000000044,-1.0625,1.95,0
26.36038565635681,0.040000000000000036,-1.15625,1.97,0
26.380385875701904,0.050000000000000044,-1.15625,1.92,0
26.40113377571106,0.06000000000000005,-1.15625,1.93,0
26.420386791229248,0.08000000000000007,-1.15625,2.07,0
26.441256999969482,0.08000000000000007,-1.0625,2.23,0
26.46051287651062,0.07000000000000006,-1.15625,2.27,0
26.481503009796143,0.06000000000000005,-1.15625,2.27,0
26.50175166130066,0.050000000000000044,-1.15625,2.31,0
26.521246910095215,0.06000000000000005,-1.15625,2.31,0
26.54137086868286,0.07000000000000006,-1.15625,2.43,0
26.56138586997986,0.07000000000000006,-1.15625,2.6,0
26.58149790763855,0.07000000000000006,-1.15625,2.8000000000000003,0
