time,can1_ND_Heading [Unit_DegreOfArc]
14.80094313621521,21.8
14.900979042053223,21.8
15.000912189483643,22.0
15.100958108901978,22.0
15.200861930847168,22.0
15.300867080688477,22.0
15.400989055633545,22.0
15.501144170761108,22.0
15.600987911224365,22.0
15.700997114181519,22.0
15.800997257232666,22.0
15.901010036468506,22.0
16.000988960266113,22.0
16.101121187210083,22.0
16.201003074645996,22.0
16.301048040390015,22.0
16.400999069213867,22.0
16.501002073287964,22.0
16.600987911224365,22.0
16.700989961624146,22.0
16.800990104675293,22.0
16.9010272026062,22.0
17.00099515914917,21.900000000000002
17.100998878479004,21.900000000000002
17.201005220413208,21.900000000000002
17.300997972488403,21.900000000000002
17.40111517906189,21.900000000000002
17.501001119613647,21.900000000000002
17.601046085357666,21.900000000000002
17.701033115386963,21.900000000000002
17.801050186157227,21.900000000000002
17.901113271713257,21.900000000000002
18.001179933547974,21.6
18.101001977920532,21.6
18.201152086257935,21.6
18.30117106437683,21.6
18.401150941848755,21.6
18.50116729736328,21.6
18.60112690925598,21.6
18.701141119003296,21.6
18.80111312866211,21.6
18.90111494064331,21.6
19.001984119415283,21.6
19.101115942001343,21.6
19.201123237609863,21.200000000000003
19.3011531829834,21.200000000000003
19.40124225616455,21.200000000000003
19.501251220703125,21.200000000000003
19.601428031921387,21.200000000000003
19.701159954071045,21.200000000000003
19.80126118659973,21.200000000000003
19.901283264160156,21.200000000000003
20.001256942749023,20.8
20.10125708580017,20.8
20.201274871826172,20.8
20.301244974136353,20.8
20.401281118392944,20.8
20.501296997070312,20.8
20.60128116607666,20.8
20.701296091079712,20.8
20.80128526687622,20.8
20.901275873184204,20.8
21.00129008293152,20.900000000000002
21.10127305984497,20.900000000000002
21.201375007629395,20.900000000000002
21.301366090774536,20.900000000000002
21.40214705467224,20.900000000000002
21.501241207122803,20.900000000000002
21.601368188858032,20.900000000000002
21.701285123825073,20.900000000000002
21.801372051239014,20.900000000000002
21.9013671875,20.900000000000002
22.00136709213257,20.6
22.10129690170288,20.6
22.201377153396606,20.6
22.301363945007324,20.6
22.401621103286743,20.6
22.50154399871826,20.6
22.601364135742188,20.6
22.701360940933228,20.6
22.80141806602478,20.6
22.901493072509766,20.6
23.001488208770752,20.5
23.10152816772461,20.5
23.201739072799683,20.5
23.301651000976562,20.5
23.401636123657227,20.5
23.5016131401062,20.5
23.601622104644775,20.5
23.70162320137024,20.5
23.801616191864014,20.5
23.901783227920532,20.5
24.00174307823181,20.3
24.101744174957275,20.3
24.201772212982178,20.3
24.301741123199463,20.3
24.401777029037476,20.3
24.501922130584717,20.3
24.601874113082886,20.3
24.70186495780945,20.3
24.802030086517334,20.3
24.903125047683716,20.3
25.00203013420105,20.0
25.102050065994263,20.0
25.202253103256226,20.0
25.302326202392578,20.0
25.40212607383728,20.0
25.503254175186157,20.0
25.602118015289307,20.0
25.702281951904297,20.0
25.803189992904663,20.0
25.901888132095337,20.0
26.002249002456665,19.8
26.101747035980225,19.8
26.202317237854004,19.8
26.302617073059082,19.8
26.40237331390381,19.8
26.502366065979004,19.8
26.602365970611572,19.8
26.702125072479248,19.8
26.802443027496338,19.8
26.90199613571167,19.8
27.002496004104614,19.700000000000003
27.101776123046875,19.700000000000003
27.20250129699707,19.700000000000003
27.302617073059082,19.700000000000003
27.402530193328857,19.700000000000003
27.502485990524292,19.700000000000003
27.602659225463867,19.700000000000003
27.70266819000244,19.700000000000003
27.80278205871582,19.700000000000003
27.90280294418335,19.700000000000003
28.002787113189697,19.5
28.101750135421753,19.5
28.202878952026367,19.5
28.302772998809814,19.5
28.40279197692871,19.5
28.501623153686523,19.5
28.601789951324463,19.5
28.70173215866089,19.5
28.802875995635986,19.5
28.901610136032104,19.5
29.001923084259033,18.8
29.10174798965454,18.8
29.201746940612793,18.8
29.30178999900818,18.8
29.401754140853882,18.8
29.501758098602295,18.8
29.601879119873047,18.8
29.701738119125366,18.8
29.801875114440918,18.8
29.902002096176147,18.8
30.00187110900879,17.2
30.101742267608643,17.2
30.201916933059692,17.2
30.301879167556763,17.2
30.401913166046143,17.2
30.501776218414307,17.2
30.60187005996704,17.2
30.70190119743347,17.2
30.801883220672607,17.2
30.901913166046143,17.2
31.00186800956726,14.8
31.101875066757202,14.8
31.201936960220337,14.8
31.30191707611084,14.8
31.401872158050537,14.8
31.502015113830566,14.8
31.601904153823853,14.8
31.701877117156982,14.8
31.802041053771973,14.8
31.902045011520386,14.8
32.00200295448303,12.700000000000001
32.102174043655396,12.700000000000001
32.20328712463379,12.700000000000001
32.302128314971924,12.700000000000001
32.40201020240784,12.700000000000001
32.50190329551697,12.700000000000001
32.602004051208496,12.700000000000001
32.701905965805054,12.700000000000001
32.80204916000366,12.700000000000001
32.90200400352478,12.700000000000001
33.00199604034424,10.8
33.10231399536133,10.8
33.202064990997314,10.8
33.30205321311951,10.8
33.40199303627014,10.8
33.50200414657593,10.8
33.60200023651123,10.8
33.70200514793396,10.8
33.80200505256653,10.8
33.9021201133728,10.8
34.002135038375854,10.0
34.102060079574585,10.0
34.202131032943726,10.0
34.302157163619995,10.0
34.402167081832886,10.0
34.50202202796936,10.0
34.60211992263794,10.0
34.702117919921875,10.0
34.802117109298706,10.0
34.90212416648865,10.0
35.003429889678955,10.0
35.102389097213745,10.0
35.202139139175415,10.0
35.30211615562439,10.0
35.40224528312683,10.0
35.50253701210022,10.0
35.60231399536133,10.0
35.702128171920776,10.0
35.80224418640137,10.0
35.90223217010498,10.0
36.00212502479553,10.0
36.10211420059204,10.0
36.20225524902344,10.0
36.30224418640137,10.0
36.402329206466675,10.0
36.502131938934326,10.0
36.60224795341492,10.0
36.70228099822998,10.0
36.80225205421448,10.0
36.90226626396179,10.0
37.00223422050476,10.0
37.10232090950012,10.0
37.20224905014038,10.0
37.30224895477295,10.0
37.40230917930603,10.0
37.50226616859436,10.0
37.602365016937256,10.0
37.702248096466064,10.0
37.80237698554993,10.0
37.90339803695679,10.0
38.00239706039429,10.0
38.102264165878296,10.0
38.20238423347473,10.0
38.30240511894226,10.0
38.402554988861084,10.0
38.50223898887634,10.0
38.60339903831482,10.0
38.702248096466064,10.0
38.802420139312744,10.0
38.90234708786011,10.0
39.002379179000854,10.0
39.102368116378784,10.0
39.202439069747925,10.0
39.30237913131714,10.0
39.40237903594971,10.0
39.50259518623352,10.0
39.60237693786621,10.0
39.70237326622009,10.0
39.802407026290894,10.0
39.90238904953003,10.0
40.00237488746643,10.0
40.102373123168945,10.0
40.20251107215881,10.0
40.30245614051819,10.0
40.40239691734314,10.0
40.5023980140686,10.0
40.60249614715576,10.0
40.702508211135864,10.0
40.80255913734436,10.0
40.90237808227539,10.0
41.00350022315979,10.0
41.10250186920166,10.0
41.20249700546265,10.0
41.30250024795532,10.0
41.40366220474243,10.0
41.502615213394165,10.0
41.602503061294556,10.0
41.70255422592163,10.0
41.80254316329956,10.0
41.903892040252686,10.0
42.003746032714844,10.0
42.10253596305847,10.0
42.20327711105347,10.0
42.302507162094116,10.0
42.402684926986694,10.0
42.50250196456909,10.0
42.602500200271606,10.0
42.702666997909546,10.0
42.80250120162964,10.0
42.90250301361084,10.0
43.002630949020386,10.0
43.10262703895569,10.0
43.202635049819946,10.0
43.302669048309326,10.0
43.402629137039185,10.0
43.50262403488159,10.0
43.60275316238403,10.0
43.70262622833252,10.0
43.80267119407654,10.0
43.90262818336487,10.0
44.003528118133545,10.100000000000001
44.10265398025513,10.100000000000001
44.20337510108948,10.100000000000001
44.30412292480469,10.100000000000001
44.40404725074768,10.100000000000001
44.50391411781311,10.100000000000001
44.603883028030396,10.100000000000001
44.70379114151001,10.100000000000001
44.80365610122681,10.100000000000001
44.90349006652832,10.100000000000001
45.00350022315979,10.200000000000001
45.10340213775635,10.200000000000001
45.20325994491577,10.200000000000001
45.30311298370361,10.200000000000001
45.40303421020508,10.200000000000001
45.504000186920166,10.200000000000001
45.60387301445007,10.200000000000001
45.70276999473572,10.200000000000001
45.802746295928955,10.200000000000001
45.90390610694885,10.200000000000001
46.00279211997986,10.200000000000001
46.102900981903076,10.200000000000001
46.20328712463379,10.200000000000001
46.30290699005127,10.200000000000001
46.402770042419434,10.200000000000001
46.50278925895691,10.200000000000001
46.602925062179565,10.200000000000001
46.702789306640625,10.200000000000001
46.802754163742065,10.200000000000001
46.90324521064758,10.200000000000001
47.003122091293335,10.5
47.103132009506226,10.5
47.203367948532104,10.5
47.302903175354004,10.5
47.40379500389099,10.5
47.50365328788757,10.5
47.60361409187317,10.5
47.70348906517029,10.5
47.80337119102478,10.5
47.903239011764526,10.5
48.00312089920044,11.0
48.103278160095215,11.0
48.20292520523071,11.0
48.30398607254028,11.0
48.40402102470398,11.0
48.50404405593872,11.0
48.60413312911987,11.0
48.70399594306946,11.0
48.80403709411621,11.0
48.9038941860199,11.0
49.00290513038635,11.4
49.10292720794678,11.4
49.204036235809326,11.4
49.303020000457764,11.4
49.40299391746521,11.4
49.502870082855225,11.4
49.602874994277954,11.4
49.70287013053894,11.4
49.80286693572998,11.4
49.9028742313385,11.4
50.003122091293335,11.700000000000001
50.104130029678345,11.700000000000001
50.20301699638367,11.700000000000001
50.30304527282715,11.700000000000001
50.40317487716675,11.700000000000001
50.50300312042236,11.700000000000001
50.60300302505493,11.700000000000001
50.70424509048462,11.700000000000001
50.803009033203125,11.700000000000001
50.9030442237854,11.700000000000001
51.004239082336426,11.700000000000001
51.10312604904175,11.700000000000001
51.203033208847046,11.700000000000001
51.30399799346924,11.700000000000001
51.40417003631592,11.700000000000001
51.50415325164795,11.700000000000001
51.60450100898743,11.700000000000001
51.7043719291687,11.700000000000001
51.80441617965698,11.700000000000001
51.90423917770386,11.700000000000001
52.00317311286926,11.600000000000001
52.10312104225159,11.600000000000001
52.204132080078125,11.600000000000001
52.30313205718994,11.600000000000001
52.40315222740173,11.600000000000001
52.50417113304138,11.600000000000001
52.603124141693115,11.600000000000001
52.70311713218689,11.600000000000001
52.80312204360962,11.600000000000001
52.90312719345093,11.3
53.00315713882446,11.3
53.10325002670288,11.3
53.20317316055298,11.3
53.30315804481506,11.3
53.40436816215515,11.3
53.50313115119934,11.3
53.6031129360199,11.3
53.70316505432129,11.3
53.80312919616699,11.3
53.90398907661438,0.0
54.0039119720459,11.4
54.10365319252014,11.4
54.203543186187744,11.4
54.30349898338318,11.4
54.40440011024475,11.4
54.504539251327515,11.4
54.60437726974487,11.4
54.70426821708679,11.4
54.80440807342529,11.4
54.90425515174866,11.4
55.00429105758667,11.8
55.10327100753784,11.8
55.20438313484192,11.8
55.304431200027466,11.8
55.404367208480835,11.8
55.504258155822754,11.8
55.60436201095581,11.8
55.70336318016052,11.8
55.80354118347168,11.8
55.90325617790222,11.8
56.0044002532959,12.4
56.10328912734985,12.4
56.2032470703125,12.4
56.30349111557007,12.4
56.40337324142456,12.4
56.50337219238281,12.4
56.603363037109375,12.4
56.704550981521606,12.4
56.80340814590454,12.4
56.903372049331665,12.4
57.004502058029175,11.8
57.10340213775635,11.8
57.2045419216156,11.8
57.30440616607666,11.8
57.40337610244751,11.8
57.504530906677246,11.8
57.60467314720154,11.8
57.70337510108948,11.8
57.80448913574219,11.8
57.90437316894531,11.8
58.00437092781067,11.600000000000001
58.10454297065735,11.600000000000001
58.20340824127197,11.600000000000001
58.30354118347168,11.600000000000001
58.40453314781189,11.600000000000001
58.504523038864136,11.600000000000001
58.60448408126831,11.600000000000001
58.703551054000854,11.600000000000001
58.80454206466675,11.600000000000001
58.90454316139221,11.600000000000001
59.004542112350464,11.600000000000001
59.104490995407104,11.600000000000001
59.20462489128113,11.600000000000001
59.304535150527954,11.600000000000001
59.403502225875854,11.600000000000001
59.50462102890015,11.600000000000001
59.604525089263916,11.600000000000001
59.703505992889404,11.600000000000001
59.80449628829956,11.600000000000001
59.90454316139221,11.600000000000001
60.0045371055603,11.600000000000001
60.10450005531311,11.600000000000001
60.20350122451782,11.600000000000001
60.304673194885254,11.600000000000001
60.40365695953369,11.600000000000001
60.50464701652527,11.600000000000001
60.6046679019928,11.600000000000001
60.70363211631775,11.600000000000001
60.804739236831665,11.600000000000001
60.904773235321045,11.600000000000001
61.00467109680176,11.600000000000001
61.104777097702026,11.600000000000001
61.204620122909546,11.600000000000001
61.305147886276245,11.600000000000001
61.40499806404114,11.600000000000001
61.50487208366394,11.600000000000001
61.60486602783203,11.600000000000001
61.70466613769531,11.600000000000001
61.8045072555542,11.600000000000001
61.90461802482605,11.600000000000001
62.004613161087036,11.600000000000001
62.10452723503113,11.600000000000001
62.203755140304565,11.600000000000001
62.304741859436035,11.600000000000001
62.40465426445007,11.600000000000001
62.504554986953735,11.600000000000001
62.60461497306824,11.600000000000001
62.70477604866028,11.600000000000001
62.80467414855957,11.600000000000001
62.904656171798706,11.600000000000001
63.0048041343689,11.600000000000001
63.1047523021698,11.600000000000001
63.204803228378296,11.600000000000001
63.30478596687317,11.600000000000001
63.40477228164673,11.600000000000001
63.504668951034546,11.600000000000001
63.60465407371521,11.600000000000001
63.70466995239258,11.600000000000001
63.804299116134644,11.600000000000001
63.90467619895935,11.600000000000001
64.00401210784912,11.700000000000001
64.10461401939392,11.700000000000001
64.20386719703674,11.700000000000001
64.30461812019348,11.700000000000001
64.40466809272766,11.700000000000001
64.50477600097656,11.700000000000001
64.60467004776001,11.700000000000001
64.704665184021,11.700000000000001
64.80462217330933,11.700000000000001
64.90466117858887,11.700000000000001
65.0046489238739,12.0
65.10461401939392,12.0
65.20462608337402,12.0
65.30454611778259,12.0
65.40465426445007,12.0
65.50455093383789,12.0
65.6046290397644,12.0
65.70463418960571,12.0
65.80466318130493,12.0
65.90450692176819,12.0
66.00463604927063,13.100000000000001
66.10463500022888,13.100000000000001
66.2045590877533,13.100000000000001
66.30465507507324,13.100000000000001
66.4045090675354,13.100000000000001
66.5045371055603,13.100000000000001
66.60464906692505,13.100000000000001
66.70449614524841,13.100000000000001
66.80453205108643,13.100000000000001
66.90449118614197,13.100000000000001
67.00453519821167,13.9
67.1045491695404,13.9
67.20449304580688,13.9
67.30449414253235,13.9
67.40453624725342,13.9
67.50449800491333,13.9
67.60449004173279,13.9
67.70452904701233,13.9
67.80448913574219,13.9
67.90449523925781,13.9
68.00454926490784,15.4
68.10454106330872,15.4
68.20451617240906,15.4
68.30453610420227,15.4
68.40449213981628,15.4
68.50449109077454,15.4
68.60452890396118,15.4
68.7044951915741,15.4
68.80448913574219,15.4
68.90454912185669,15.4
69.00450611114502,18.5
69.1044909954071,18.5
69.20453906059265,18.5
69.30452299118042,18.5
69.40454196929932,18.5
69.50454807281494,18.5
69.6045560836792,18.5
69.70448589324951,18.5
69.80439805984497,18.5
69.90437197685242,18.5
70.004399061203,20.3
70.10453605651855,20.3
70.20449900627136,20.3
70.30448913574219,20.3
70.40504598617554,20.3
70.5043671131134,20.3
70.60517311096191,20.3
70.70454931259155,20.3
70.80502605438232,20.3
70.90437507629395,20.3
71.0045382976532,20.900000000000002
71.10577511787415,20.900000000000002
71.20579099655151,20.900000000000002
71.30541014671326,20.900000000000002
71.40442609786987,20.900000000000002
71.50440716743469,20.900000000000002
71.60454821586609,20.900000000000002
71.7045350074768,20.900000000000002
71.80461502075195,20.900000000000002
71.90466117858887,20.900000000000002
72.00492286682129,21.0
72.10466313362122,21.0
72.20477223396301,21.0
72.3047890663147,21.0
72.40475106239319,21.0
72.50479221343994,21.0
72.60490131378174,21.0
72.70487928390503,21.0
72.80490708351135,21.0
72.90500521659851,21.0
73.00527596473694,20.900000000000002
73.10498714447021,20.900000000000002
73.20503091812134,20.900000000000002
73.30511593818665,20.900000000000002
73.40516400337219,20.900000000000002
73.50503206253052,20.900000000000002
73.60516309738159,20.900000000000002
73.70454001426697,20.900000000000002
73.80528903007507,20.900000000000002
73.9052381515503,20.900000000000002
74.00541400909424,20.8
74.10442304611206,20.8
74.2054169178009,20.8
74.30552291870117,20.8
74.40461111068726,20.8
74.50474190711975,20.8
74.60491013526917,20.8
74.7050461769104,20.8
74.8051540851593,20.8
74.90528893470764,20.8
75.00540494918823,20.700000000000003
75.10465693473816,20.700000000000003
75.20467805862427,20.700000000000003
75.30478596687317,20.700000000000003
75.40492510795593,20.700000000000003
75.50503611564636,20.700000000000003
75.60511708259583,20.700000000000003
75.70527601242065,20.700000000000003
75.80529618263245,20.700000000000003
75.90525913238525,20.700000000000003
76.00537610054016,21.0
76.10529208183289,21.0
76.20525598526001,21.0
76.30528593063354,21.0
76.40731596946716,21.0
76.50529623031616,21.0
76.60528016090393,21.0
76.70529222488403,21.0
76.80540609359741,21.0
76.90525126457214,21.0
77.00540399551392,21.1
77.10543012619019,21.1
77.20537805557251,21.1
77.30555009841919,21.1
77.40541386604309,21.1
77.50552296638489,21.1
77.6055359840393,21.1
77.70540404319763,21.1
77.80538392066956,21.1
77.90552496910095,21.1
78.0054862499237,21.0
78.10464596748352,21.0
78.20554709434509,21.0
78.3055329322815,21.0
78.40466618537903,21.0
78.50548720359802,21.0
78.60550713539124,21.0
78.70537209510803,21.0
78.80540704727173,21.0
78.90474700927734,21.0
79.00553512573242,20.900000000000002
79.10554909706116,20.900000000000002
79.20553803443909,20.900000000000002
79.30552411079407,20.900000000000002
79.40474700927734,20.900000000000002
79.50540208816528,20.900000000000002
79.60554122924805,20.900000000000002
79.70550608634949,20.900000000000002
79.80554509162903,20.900000000000002
79.90479898452759,20.900000000000002
80.00552296638489,20.900000000000002
80.10553503036499,20.900000000000002
80.20567297935486,20.900000000000002
80.3057370185852,20.900000000000002
80.40475225448608,20.900000000000002
80.50561118125916,20.900000000000002
80.60573697090149,20.900000000000002
80.70486521720886,20.900000000000002
80.80566310882568,20.900000000000002
80.90603613853455,20.900000000000002
81.00565719604492,20.900000000000002
81.10591697692871,20.900000000000002
81.20474910736084,20.900000000000002
81.30561113357544,20.900000000000002
81.40561199188232,20.900000000000002
81.50491905212402,20.900000000000002
81.60562801361084,20.900000000000002
81.70486402511597,20.900000000000002
81.80562114715576,20.900000000000002
81.90578007698059,20.900000000000002
82.00561809539795,20.900000000000002
82.10566306114197,20.900000000000002
82.20491695404053,20.900000000000002
82.30566501617432,20.900000000000002
82.40562415122986,20.900000000000002
82.50566911697388,20.900000000000002
82.60565400123596,20.900000000000002
82.70549011230469,20.900000000000002
82.80566191673279,20.900000000000002
82.90575218200684,20.900000000000002
83.00562691688538,21.0
83.10565519332886,21.0
83.20599007606506,21.0
83.30577301979065,21.0
83.40574598312378,21.0
83.50599193572998,21.0
83.6050329208374,21.0
83.70603013038635,21.0
83.80587816238403,21.0
83.90587306022644,21.0
84.00599408149719,21.0
84.10579204559326,21.0
84.2057740688324,21.0
84.30554819107056,21.0
84.40578103065491,21.0
84.50540113449097,21.0
84.60586595535278,21.0
84.70512413978577,21.0
84.80587005615234,21.0
84.90599298477173,21.0
85.00591325759888,21.0
85.1060471534729,21.0
85.20588207244873,21.0
85.30599617958069,21.0
85.40591812133789,21.0
85.5060350894928,21.0
85.60516309738159,21.0
85.70602703094482,21.0
85.80618119239807,21.0
85.9059898853302,21.0
86.0057601928711,21.0
86.10513424873352,21.0
86.20516896247864,21.0
86.30591487884521,21.0
86.40575003623962,21.0
86.50588917732239,21.0
86.60579109191895,21.0
86.70587110519409,21.0
86.80603504180908,21.0
86.90587210655212,21.0
87.005863904953,21.0
87.10517930984497,21.0
87.2060010433197,21.0
87.30599808692932,21.0
87.4052369594574,21.0
87.50599098205566,21.0
87.60525321960449,21.0
87.7060329914093,21.0
87.80523705482483,21.0
87.90604019165039,21.0
88.00599718093872,20.900000000000002
88.1052758693695,20.900000000000002
88.20600295066833,20.900000000000002
88.30600619316101,20.900000000000002
88.4059910774231,20.900000000000002
88.50600290298462,20.900000000000002
88.60527324676514,20.900000000000002
88.70617294311523,20.900000000000002
88.80603814125061,20.900000000000002
88.90590214729309,20.900000000000002
89.00592112541199,20.900000000000002
89.10613298416138,20.900000000000002
89.20611619949341,20.900000000000002
89.30523920059204,20.900000000000002
89.40540599822998,20.900000000000002
89.50542116165161,20.900000000000002
89.60602021217346,20.900000000000002
89.70591711997986,20.900000000000002
89.80602598190308,20.900000000000002
89.90600609779358,20.900000000000002
90.00599908828735,21.0
90.10611414909363,21.0
90.20614314079285,21.0
90.30537128448486,21.0
90.40615701675415,21.0
90.50625324249268,21.0
90.60612201690674,21.0
90.70691013336182,21.0
90.80539917945862,21.0
90.9063720703125,21.0
91.00628709793091,21.0
91.10615611076355,21.0
91.20619297027588,21.0
91.30628991127014,21.0
91.40617513656616,21.0
91.50611805915833,21.0
91.60624694824219,21.0
91.70616292953491,21.0
91.80645108222961,21.0
91.90623903274536,21.0
92.00615406036377,21.0
92.10617709159851,21.0
92.20624589920044,21.0
92.30553817749023,21.0
92.40624213218689,21.0
92.50612211227417,21.0
92.60612297058105,21.0
92.7065212726593,21.0
92.80639004707336,21.0
92.90615606307983,21.0
93.00561690330505,21.0
93.1059160232544,21.0
93.20573806762695,21.0
93.3057951927185,21.0
93.40566611289978,21.0
93.50550413131714,21.0
93.60654592514038,21.0
93.70637392997742,21.0
93.80627989768982,21.0
93.90629887580872,21.0
94.00661420822144,21.0
94.10636496543884,21.0
94.206383228302,21.0
94.30625796318054,21.0
94.40625,21.0
94.50623893737793,21.0
94.6062400341034,21.0
94.70625424385071,21.0
94.80562806129456,21.0
94.90624904632568,20.700000000000003
95.00625801086426,20.700000000000003
95.10567617416382,20.700000000000003
95.20627093315125,20.700000000000003
95.30625200271606,20.700000000000003
95.4063811302185,20.700000000000003
95.50629615783691,20.700000000000003
95.60628414154053,20.700000000000003
95.70611214637756,20.700000000000003
95.80599093437195,20.700000000000003
95.90589904785156,0.0
96.00589394569397,20.400000000000002
96.10673809051514,20.400000000000002
96.20663619041443,20.400000000000002
96.30683922767639,20.400000000000002
96.40662503242493,20.400000000000002
96.5066728591919,20.400000000000002
96.60654020309448,20.400000000000002
96.70640325546265,20.400000000000002
96.80641794204712,20.400000000000002
96.90640592575073,20.400000000000002
97.00643420219421,19.3
97.10637712478638,19.3
97.20574426651001,19.3
97.30655407905579,19.3
97.40637612342834,19.3
97.50654911994934,19.3
97.60653114318848,19.3
97.7066240310669,19.3
97.8066291809082,19.3
97.90588712692261,19.3
98.00649905204773,18.1
98.10675001144409,18.1
98.20575499534607,18.1
98.30652332305908,18.1
98.40654706954956,18.1
98.50650405883789,18.1
98.60649824142456,18.1
98.7067379951477,18.1
98.80590915679932,18.1
98.9064929485321,18.1
99.00651907920837,17.1
99.10642099380493,17.1
99.20664715766907,17.1
99.30656003952026,17.1
99.40652918815613,17.1
99.50651121139526,17.1
99.6058840751648,17.1
99.70654702186584,17.1
99.8065390586853,17.1
99.90649604797363,17.1
100.00661993026733,16.7
100.10652112960815,16.7
100.20702600479126,16.7
100.30591797828674,16.7
100.4065511226654,16.7
100.50662112236023,16.7
100.60662603378296,16.7
100.70687007904053,16.7
100.80662512779236,16.7
100.90612888336182,16.7
101.00674796104431,16.6
101.10675311088562,16.6
101.20665097236633,16.6
101.30661821365356,16.6
101.40601301193237,16.6
101.5066339969635,16.6
101.60665917396545,16.6
101.70606803894043,16.6
101.80653119087219,16.6
101.9065260887146,16.6
102.0066728591919,16.6
102.10712313652039,16.6
102.20667219161987,16.6
102.30653500556946,16.6
102.40662407875061,16.6
102.5066728591919,16.6
102.60662603378296,16.6
102.70662093162537,16.6
102.80650305747986,16.6
102.90638899803162,16.6
103.00637221336365,16.6
103.10624694824219,16.6
103.20612406730652,16.6
103.30699706077576,16.6
103.40699815750122,16.6
103.50686812400818,16.6
103.60687017440796,16.6
103.70674514770508,16.6
103.80686807632446,16.6
103.90674114227295,16.6
104.00674629211426,16.6
104.10678100585938,16.6
104.20674991607666,16.6
