time,can0_Wischer_vorne_aktiv [],can0_BH_Fernlicht [],can0_BH_Blinker_li [],can0_BH_Blinker_re [],can0_BCM1_Aussen_Temp_ungef [Unit_DegreCelsi],can0_BH_Lichthupe []
7.593111038208008,0,0,0,0,9.0,0
7.693112850189209,0,0,0,0,9.0,0
7.752117156982422,0,0,0,0,9.0,0
7.793121099472046,0,0,0,0,9.0,0
7.893150091171265,0,0,0,0,9.0,0
7.993110179901123,0,0,0,0,9.0,0
8.093137979507446,0,0,0,0,9.0,0
8.193114042282104,0,0,0,0,9.0,0
8.29237413406372,0,0,0,0,9.0,0
8.392116069793701,0,0,0,0,9.0,0
8.492111921310425,0,0,0,0,9.0,0
8.591994047164917,0,0,0,0,9.0,0
8.69199800491333,0,0,0,0,9.0,0
8.791991949081421,0,0,0,0,9.0,0
8.892234086990356,0,0,0,0,9.0,0
8.991989135742188,0,0,0,0,9.0,0
9.091998100280762,0,0,0,0,9.0,0
9.191617250442505,0,0,0,0,9.0,0
9.291989088058472,0,0,0,0,9.0,0
9.391993045806885,0,0,0,0,9.0,0
9.492000102996826,0,0,0,0,9.0,0
9.591734170913696,0,0,0,0,9.0,0
9.692003011703491,0,0,0,0,9.0,0
9.792003870010376,0,0,0,0,9.0,0
9.891991138458252,0,0,0,0,9.0,0
9.992079019546509,0,0,0,0,9.0,0
10.091991186141968,0,0,0,0,9.0,0
10.19098711013794,0,0,0,0,9.0,0
10.290986061096191,0,0,0,0,9.0,0
10.390991926193237,0,0,0,0,9.0,0
10.490992069244385,0,0,0,0,9.0,0
10.589884996414185,0,0,0,0,9.0,0
10.689740180969238,0,0,0,0,9.0,0
10.789870977401733,0,0,0,0,9.0,0
10.889616012573242,0,0,0,0,9.0,0
10.989740133285522,0,0,0,0,9.0,0
11.089489936828613,0,0,0,0,9.0,0
11.189615964889526,0,0,0,0,9.0,0
11.290127038955688,0,0,0,0,9.0,0
11.389740943908691,0,0,0,0,9.0,0
11.489619016647339,0,0,0,0,9.0,0
11.589746952056885,0,0,0,0,9.0,0
11.68961501121521,0,0,0,0,9.0,0
11.78911805152893,0,0,0,0,9.0,0
11.889122247695923,0,0,0,0,9.0,0
11.988867998123169,0,0,0,0,9.0,0
12.088626146316528,0,0,0,0,9.0,0
12.189004182815552,0,0,0,0,9.0,0
12.288743019104004,0,0,0,0,9.0,0
12.389108180999756,0,0,0,0,9.0,0
12.488751888275146,0,0,0,0,9.0,0
12.589371919631958,0,0,0,0,9.0,0
12.688765048980713,0,0,0,0,9.0,0
12.788370132446289,0,0,0,0,9.0,0
12.888002157211304,0,0,0,0,9.0,0
12.988365173339844,0,0,0,0,9.0,0
13.08824610710144,0,0,0,0,9.0,0
13.187861204147339,0,0,0,0,9.0,0
13.287782907485962,0,0,0,0,9.0,0
13.387874841690063,0,0,0,0,9.0,0
13.487788915634155,0,0,0,0,9.0,0
13.586881160736084,0,0,0,0,9.0,0
13.686744928359985,0,0,0,0,9.0,0
13.786794185638428,0,0,0,0,9.0,0
13.886657238006592,0,0,0,0,9.0,0
13.986489057540894,0,0,0,0,9.0,0
14.086388111114502,0,0,0,0,9.0,0
14.186360836029053,0,0,0,0,9.0,0
14.286252975463867,0,0,0,0,9.0,0
14.386178970336914,0,0,0,0,9.0,0
14.485989093780518,0,0,0,0,9.0,0
14.58611798286438,0,0,0,0,9.0,0
14.685986042022705,0,0,0,0,9.0,0
14.786046028137207,0,0,0,0,9.0,0
14.885725975036621,0,0,0,0,9.0,0
14.985765933990479,0,0,0,0,9.0,0
15.08579421043396,0,0,0,0,9.0,0
15.18549108505249,0,0,0,0,9.0,0
15.285285949707031,0,0,0,0,9.0,0
15.38511610031128,0,0,0,0,9.0,0
15.485113859176636,0,0,0,0,9.0,0
15.58503007888794,0,0,0,0,9.0,0
15.684990167617798,0,0,0,0,9.0,0
15.784906148910522,0,0,0,0,9.0,0
15.884737253189087,0,0,0,0,9.0,0
15.984620094299316,0,0,0,0,9.0,0
16.084614992141724,0,0,0,0,9.0,0
16.184372186660767,0,0,0,0,9.0,0
16.28474712371826,0,0,0,0,9.0,0
16.384253978729248,0,0,0,0,9.0,0
16.484480142593384,0,0,0,0,9.0,0
16.58424401283264,0,0,0,0,9.0,0
16.683988094329834,0,0,0,0,9.0,0
16.78386688232422,0,0,0,0,9.0,0
16.88373899459839,0,0,0,0,9.0,0
16.98361611366272,0,0,0,0,9.0,0
17.08349919319153,0,0,0,0,9.0,0
17.18353009223938,0,0,0,0,9.0,0
17.283488035202026,0,0,0,0,9.0,0
17.38348913192749,0,0,0,0,9.0,0
17.483240127563477,0,0,0,0,9.0,0
17.583415269851685,0,0,0,0,9.0,0
17.68327522277832,0,0,0,0,9.0,0
17.78312110900879,0,0,0,0,9.0,0
17.88362717628479,0,0,0,0,9.0,0
17.98336386680603,0,0,0,0,9.0,0
18.082634210586548,0,0,0,0,9.0,0
18.182626247406006,0,0,0,0,9.0,0
18.282634019851685,0,0,0,0,9.0,0
18.38262104988098,0,0,0,0,9.0,0
18.48261308670044,0,0,0,0,9.0,0
18.582743167877197,0,0,0,0,9.0,0
18.68261694908142,0,0,0,0,9.0,0
18.782621145248413,0,0,0,0,9.0,0
18.882623195648193,0,0,0,0,9.0,0
18.981749057769775,0,0,0,0,9.0,0
19.081746101379395,0,0,0,0,9.0,0
19.181867122650146,0,0,0,0,9.0,0
19.282122135162354,0,0,0,0,9.0,0
19.38186502456665,0,0,0,0,9.0,0
19.48173713684082,0,0,0,0,9.0,0
19.58186411857605,0,0,0,0,9.0,0
19.6821231842041,0,0,0,0,9.0,0
19.7817440032959,0,0,0,0,9.0,0
19.881865978240967,0,0,0,0,9.0,0
19.9811270236969,0,0,0,0,9.0,0
20.081743955612183,0,0,0,0,9.0,0
20.18173909187317,0,0,0,0,9.0,0
20.280761003494263,0,0,0,0,9.0,0
20.380381107330322,0,0,0,0,9.0,0
20.480863094329834,0,0,0,0,9.0,0
20.580748081207275,0,0,0,0,9.0,0
20.68086886405945,0,0,0,0,9.0,0
20.78061604499817,0,0,0,0,9.0,0
20.88025712966919,0,0,0,0,9.0,0
20.98086404800415,0,0,0,0,9.0,0
21.079864978790283,0,0,0,0,9.0,0
21.179868936538696,0,0,0,0,9.0,0
21.280133962631226,0,0,0,0,9.0,0
21.379997968673706,0,0,0,0,9.0,0
21.479623079299927,0,0,0,0,9.0,0
21.57986307144165,0,0,0,0,9.0,0
21.679871082305908,0,0,0,0,9.0,0
21.779995918273926,0,0,0,0,9.0,0
21.879884243011475,0,0,0,0,9.0,0
21.97974419593811,0,0,0,0,9.0,0
22.07912302017212,0,0,0,0,9.0,0
22.17875099182129,0,0,0,0,9.0,0
22.2792489528656,0,0,0,0,9.0,0
22.379246950149536,0,0,0,0,9.0,0
22.478798866271973,0,0,0,0,9.0,0
22.578873872756958,0,0,0,0,9.0,0
22.679816007614136,0,0,0,0,9.0,0
22.77899980545044,0,0,0,0,9.0,0
22.87827491760254,0,0,0,0,9.0,0
22.978877067565918,0,0,0,0,9.0,0
23.078873872756958,0,0,0,0,9.0,0
23.177924871444702,0,0,0,0,9.0,0
23.278247117996216,0,0,0,0,9.0,0
23.377867221832275,0,0,0,0,9.0,0
23.477375030517578,0,0,0,0,9.0,0
23.578294038772583,0,0,0,0,9.0,0
23.678040981292725,0,0,0,0,9.0,0
23.7780282497406,0,0,0,0,9.0,0
23.87799096107483,0,0,0,0,9.0,0
23.976984977722168,0,0,0,0,9.0,0
24.076743125915527,0,0,0,0,9.0,0
24.178030014038086,0,0,0,0,9.0,0
24.276748180389404,0,0,0,0,9.0,0
24.37661600112915,0,0,0,0,9.0,0
24.476621866226196,0,0,0,0,9.0,0
24.576364994049072,0,0,0,0,9.0,0
24.67636013031006,0,0,0,0,9.0,0
24.77624797821045,0,0,0,0,9.0,0
24.876049995422363,0,0,0,0,9.0,0
24.9759042263031,0,0,0,0,9.0,0
25.07578992843628,0,0,0,0,9.0,0
25.17573595046997,0,0,0,0,9.0,0
25.27566909790039,0,0,0,0,9.0,0
25.375498056411743,0,0,0,0,9.0,0
25.47542691230774,0,0,0,0,9.0,0
25.57536005973816,0,0,0,0,9.0,0
25.675305128097534,0,0,0,0,9.0,0
25.775525093078613,0,0,0,0,9.0,0
25.874993085861206,0,0,0,0,9.0,0
25.975489139556885,0,0,0,0,9.0,0
26.07486915588379,0,0,0,0,9.0,0
26.175537109375,0,0,0,0,9.0,0
26.274621963500977,0,0,0,0,9.0,0
26.37536907196045,0,0,0,0,9.0,0
26.4744930267334,0,0,0,0,9.0,0
26.574486017227173,0,0,0,0,9.0,0
26.674249172210693,0,0,0,0,9.0,0
26.774631023406982,0,0,0,0,9.0,0
26.874130964279175,0,0,0,0,9.0,0
26.97448706626892,0,0,0,0,9.0,0
27.07386803627014,0,0,0,0,9.0,0
27.17479419708252,0,0,0,0,9.0,0
27.273616075515747,0,0,0,0,9.0,0
27.374483108520508,0,0,0,0,9.0,0
27.47350311279297,0,0,0,0,9.0,0
27.573366165161133,0,0,0,0,9.0,0
27.673614978790283,0,0,0,0,9.0,0
27.773245096206665,0,0,0,0,9.0,0
27.87311816215515,0,0,0,0,9.0,0
27.97352409362793,0,0,0,0,9.0,0
28.072854042053223,0,0,0,0,9.0,0
28.172740936279297,0,0,0,0,9.0,0
28.27274203300476,0,0,0,0,9.0,0
28.373001098632812,0,0,0,0,9.0,0
28.4726140499115,0,0,0,0,9.0,0
28.57236409187317,0,0,0,0,9.0,0
28.672368049621582,0,0,0,0,9.0,0
28.77250099182129,0,0,0,0,9.0,0
28.872369050979614,0,0,0,0,9.0,0
28.972535133361816,0,0,0,0,9.0,0
29.072494983673096,0,0,0,0,9.0,0
29.17237901687622,0,0,0,0,9.0,0
29.27174997329712,0,0,0,0,9.0,0
29.37174892425537,0,0,0,0,9.0,0
29.471617221832275,0,0,0,0,9.0,0
29.572118043899536,0,0,0,0,9.0,0
29.671871185302734,0,0,0,0,9.0,0
29.771624088287354,0,0,0,0,9.0,0
29.871620893478394,0,0,0,0,9.0,0
29.971500158309937,0,0,0,0,9.0,0
30.07224416732788,0,0,0,0,9.0,0
30.171618938446045,0,0,0,0,9.0,0
30.271735906600952,0,0,0,0,9.0,0
30.371499061584473,0,0,0,0,9.0,0
30.47186803817749,0,0,0,0,9.0,0
30.571746110916138,0,0,0,0,9.0,0
30.671115159988403,0,0,0,0,9.0,0
30.770747900009155,0,0,0,0,9.0,0
30.871487140655518,0,0,0,0,9.0,0
30.970629930496216,0,0,0,0,9.0,0
31.07050395011902,0,0,0,0,9.0,0
31.17187213897705,0,0,0,0,9.0,0
31.272119998931885,0,0,0,0,9.0,0
31.370997190475464,0,0,0,0,9.0,0
31.470504999160767,0,0,0,0,9.0,0
31.570497035980225,0,0,0,0,9.0,0
31.670876026153564,0,0,0,0,9.0,0
31.770632028579712,0,0,0,0,9.0,0
31.86988401412964,0,0,0,0,9.0,0
31.969757080078125,0,0,0,0,9.0,0
32.06975603103638,0,0,0,0,9.0,0
32.17237210273743,0,0,0,0,9.0,0
32.26975107192993,0,0,0,0,9.0,0
32.36975908279419,0,0,0,0,9.0,0
32.47199201583862,0,0,0,0,9.0,0
32.569621086120605,0,0,0,0,9.0,0
32.66975021362305,0,0,0,0,9.0,0
32.769006967544556,0,0,0,0,9.0,0
32.86974287033081,0,0,0,0,9.0,0
32.96903896331787,0,0,0,0,9.0,0
33.06898808479309,0,0,0,0,9.0,0
33.1692430973053,0,0,0,0,9.0,0
33.26809096336365,0,0,0,0,9.0,0
33.368030071258545,0,0,0,0,9.0,0
33.46824622154236,0,0,0,0,9.0,0
33.56800293922424,0,0,0,0,9.0,0
33.668296098709106,0,0,0,0,9.0,0
33.767558097839355,0,0,0,0,9.0,0
33.86737012863159,0,0,0,0,9.0,0
33.96724009513855,0,0,0,0,9.0,0
34.06729292869568,0,0,0,0,9.0,0
34.167041063308716,0,0,0,0,9.0,0
34.26711297035217,0,0,0,0,9.0,0
34.366921186447144,0,0,0,0,9.0,0
34.46690011024475,0,0,0,0,9.0,0
34.566742181777954,0,0,0,0,9.0,0
34.666609048843384,0,0,0,0,9.0,0
34.76649308204651,0,0,0,0,9.0,0
34.86678504943848,0,0,0,0,9.0,0
34.966294050216675,0,0,0,0,9.0,0
35.06611704826355,0,0,0,0,9.0,0
35.16604804992676,0,0,0,0,9.0,0
35.26615500450134,0,0,0,0,9.0,0
35.365864992141724,0,0,0,0,9.0,0
35.46591114997864,0,0,0,0,9.0,0
35.565783977508545,0,0,0,0,9.0,0
35.665616035461426,0,0,0,0,9.0,0
35.76549792289734,0,0,0,0,9.0,0
35.86536622047424,0,0,0,0,9.0,0
35.96530103683472,0,0,0,0,9.0,0
36.0651171207428,0,0,0,0,9.0,0
36.16542291641235,0,0,0,0,9.0,0
36.26563501358032,0,0,0,0,9.0,0
36.365249156951904,0,0,0,0,9.0,0
36.46524095535278,0,0,0,0,9.0,0
36.56549310684204,0,0,0,0,9.0,0
36.66489601135254,0,0,0,0,9.0,0
36.765114068984985,0,0,0,0,9.0,0
36.86537313461304,0,0,0,0,9.0,0
36.96461820602417,0,0,0,0,9.0,0
37.06461501121521,0,0,0,0,9.0,0
37.16464591026306,0,0,0,0,9.0,0
37.26474714279175,0,0,0,0,9.0,0
37.36398911476135,0,0,0,0,9.0,0
37.46436595916748,0,0,0,0,9.0,0
37.564414978027344,0,0,0,0,9.0,0
37.66436219215393,0,0,0,0,9.0,0
37.76373791694641,0,0,0,0,9.0,0
37.86337494850159,0,0,0,0,9.0,0
37.96336793899536,0,0,0,0,9.0,0
38.06324219703674,0,0,0,0,9.0,0
38.163110971450806,0,0,0,0,9.0,0
38.263139963150024,0,0,0,0,9.0,0
38.36317706108093,0,0,0,0,9.0,0
38.46290111541748,0,0,0,0,9.0,0
38.56273913383484,0,0,0,0,9.0,0
38.662636041641235,0,0,0,0,9.0,0
38.762625217437744,0,0,0,0,9.0,0
38.86299991607666,0,0,0,0,9.0,0
38.96238613128662,0,0,0,0,9.0,0
39.06281304359436,0,0,0,0,9.0,0
39.162245988845825,0,0,0,0,9.0,0
39.26286602020264,0,0,0,0,9.0,0
39.3626229763031,0,0,0,0,9.0,0
39.462738037109375,0,0,0,0,9.0,0
39.5618691444397,0,0,0,0,9.0,0
39.6618709564209,0,0,0,0,9.0,0
39.76186990737915,0,0,0,0,9.0,0
39.861886978149414,0,0,0,0,9.0,0
39.961873054504395,0,0,0,0,9.0,0
40.06262516975403,0,0,0,0,9.0,0
40.16175389289856,0,0,0,0,9.0,0
40.261996030807495,0,0,0,0,9.0,0
40.36150097846985,0,0,0,0,9.0,0
40.46187615394592,0,0,0,0,9.0,0
40.5618782043457,0,0,0,0,9.0,0
40.66174912452698,0,0,0,0,9.0,0
40.76082491874695,0,0,0,0,9.0,0
40.86100697517395,0,0,0,0,9.0,0
40.9606192111969,0,0,0,0,9.0,0
41.06099605560303,0,0,0,0,9.0,0
41.16087102890015,0,0,0,0,9.0,0
41.261115074157715,0,0,0,0,9.0,0
41.36074614524841,0,0,0,0,9.0,0
41.46025109291077,0,0,0,0,9.0,0
41.560368061065674,0,0,0,0,9.0,0
41.66049313545227,0,0,0,0,9.0,0
41.76061201095581,0,0,0,0,9.0,0
41.8602499961853,0,0,0,0,9.0,0
41.96080708503723,0,0,0,0,9.0,0
42.06000208854675,0,0,0,0,9.0,0
42.16074204444885,0,0,0,0,9.0,0
42.26012396812439,0,0,0,0,9.0,0
42.360739946365356,0,0,0,0,9.0,0
42.46024513244629,0,0,0,0,8.5,0
42.55962514877319,0,0,0,0,8.5,0
42.6596200466156,0,0,0,0,8.5,0
42.75961709022522,0,0,0,0,8.5,0
42.85887908935547,0,0,0,0,8.5,0
42.959619998931885,0,0,0,0,8.5,0
43.05937218666077,0,0,0,0,8.5,0
43.15949296951294,0,0,0,0,8.5,0
43.259490966796875,0,0,0,0,8.5,0
43.359742164611816,0,0,0,0,8.5,0
43.45875120162964,0,0,0,0,8.5,0
43.55890393257141,0,0,0,0,8.5,0
43.65873599052429,0,0,0,0,8.5,0
43.7590229511261,0,0,0,0,8.5,0
43.8577401638031,0,0,0,0,8.5,0
43.95774006843567,0,0,0,0,8.5,0
44.057618141174316,0,0,0,0,8.5,0
44.15736985206604,0,0,0,0,8.5,0
44.25739598274231,0,0,0,0,8.5,0
44.35761284828186,0,0,0,0,8.5,0
44.4574990272522,0,0,0,0,8.5,0
44.55748891830444,0,0,0,0,8.5,0
44.65778112411499,0,0,0,0,8.5,0
44.757620096206665,0,0,0,0,8.5,0
44.856642961502075,0,0,0,0,8.5,0
44.9576690196991,0,0,0,0,8.5,0
45.05649280548096,0,0,0,0,8.5,0
45.1573588848114,0,0,0,0,8.5,0
45.25624418258667,0,0,0,0,8.5,0
45.356274127960205,0,0,0,0,8.5,0
45.45611906051636,0,0,0,0,8.5,0
45.55615592002869,0,0,0,0,8.5,0
45.65624785423279,0,0,0,0,8.5,0
45.7561559677124,0,0,0,0,8.5,0
45.85637307167053,0,0,0,0,8.5,0
45.956181049346924,0,0,0,0,8.5,0
46.05549192428589,0,0,0,0,8.5,0
46.15611910820007,0,0,0,0,8.5,0
46.255874156951904,0,0,0,0,8.5,0
46.35604524612427,0,0,0,0,8.5,0
46.4551260471344,0,0,0,0,8.5,0
46.55498814582825,0,0,0,0,8.5,0
46.654865026474,0,0,0,0,8.5,0
46.75486397743225,0,0,0,0,8.5,0
46.854751110076904,0,0,0,0,8.5,0
46.95461320877075,0,0,0,0,8.5,0
47.05487108230591,0,0,0,0,8.5,0
47.15449094772339,0,0,0,0,8.5,0
47.25473594665527,0,0,0,0,8.5,0
47.35425901412964,0,0,0,0,8.5,0
47.454856157302856,0,0,0,0,8.5,0
47.553982973098755,0,0,0,0,8.5,0
47.65474486351013,0,0,0,0,8.5,0
47.753989934921265,0,0,0,0,8.5,0
47.853869915008545,0,0,0,0,8.5,0
47.9539852142334,0,0,0,0,8.5,0
48.054616928100586,0,0,0,0,8.5,0
48.15423798561096,0,0,0,0,8.5,0
48.25411319732666,0,0,0,0,8.5,0
48.35361695289612,0,0,0,0,8.5,0
48.453737020492554,0,0,0,0,8.5,0
48.55349898338318,0,0,0,0,8.5,0
48.65337300300598,0,0,0,0,8.5,0
48.753748178482056,0,0,0,0,8.5,0
48.85349416732788,0,0,0,0,8.5,0
48.95362305641174,0,0,0,0,8.5,0
49.05311393737793,0,0,0,0,8.5,0
49.152493953704834,0,0,0,0,8.5,0
49.25249695777893,0,0,0,0,8.5,0
49.352994203567505,0,0,0,0,8.5,0
49.4525032043457,0,0,0,0,8.5,0
49.55275201797485,0,0,0,0,8.5,0
49.652376890182495,0,0,0,0,8.5,0
49.75274705886841,0,0,0,0,8.5,0
49.85236597061157,0,0,0,0,8.5,0
49.95199704170227,0,0,0,0,8.5,0
50.05237007141113,0,0,0,0,8.5,0
50.151796102523804,0,0,0,0,8.5,0
50.25236892700195,0,0,0,0,8.5,0
50.35174512863159,0,0,0,0,8.5,0
50.451884031295776,0,0,0,0,8.5,0
50.55199909210205,0,0,0,0,8.5,0
50.65187120437622,0,0,0,0,8.5,0
50.75174617767334,0,0,0,0,8.5,0
50.85186696052551,0,0,0,0,8.5,0
50.9521210193634,0,0,0,0,8.5,0
51.05200004577637,0,0,0,0,8.5,0
51.15112519264221,0,0,0,0,8.5,0
51.251243114471436,0,0,0,0,8.5,0
51.35062217712402,0,0,0,0,8.5,0
51.450868129730225,0,0,0,0,8.5,0
51.55061888694763,0,0,0,0,8.5,0
51.650877952575684,0,0,0,0,8.5,0
51.75098919868469,0,0,0,0,8.5,0
51.850626945495605,0,0,0,0,8.5,0
51.95111417770386,0,0,0,0,8.5,0
52.05063509941101,0,0,0,0,8.5,0
52.15037393569946,0,0,0,0,8.5,0
52.24987292289734,0,0,0,0,8.5,0
52.34965109825134,0,0,0,0,8.5,0
52.44979405403137,0,0,0,0,8.5,0
52.54990601539612,0,0,0,0,8.5,0
52.64979410171509,0,0,0,0,8.5,0
52.74999403953552,0,0,0,0,8.5,0
52.84992003440857,0,0,0,0,8.5,0
52.94890093803406,0,0,0,0,8.5,0
53.0499222278595,0,0,0,0,8.5,0
53.14866590499878,0,0,0,0,8.5,0
53.25001096725464,0,0,0,0,8.5,0
53.348488092422485,0,0,0,0,8.5,0
53.44861388206482,0,0,0,0,8.5,0
53.54866695404053,0,0,0,0,8.5,0
53.64861083030701,0,0,0,0,8.5,0
53.7482750415802,0,0,0,0,8.5,0
53.84865403175354,0,0,0,0,8.5,0
53.94815707206726,0,0,0,0,8.5,0
54.04890203475952,0,0,0,0,8.5,0
54.14767003059387,0,0,0,0,8.5,0
54.248876094818115,0,0,0,0,8.5,0
54.347513914108276,0,0,0,0,8.5,0
54.447365045547485,0,0,0,0,8.5,0
54.54724311828613,0,0,0,0,8.5,0
54.647247076034546,0,0,0,0,8.5,0
54.747114181518555,0,0,0,0,8.5,0
54.846997022628784,0,0,0,0,8.5,0
54.94686508178711,0,0,0,0,8.5,0
55.04690217971802,0,0,0,0,8.5,0
55.14673900604248,0,0,0,0,8.5,0
55.247796058654785,0,0,0,0,8.5,0
55.34677696228027,0,0,0,0,8.5,0
55.44699716567993,0,0,0,0,8.5,0
55.54649305343628,0,0,0,0,8.5,0
55.646498918533325,0,0,0,0,8.5,0
55.74660587310791,0,0,0,0,8.5,0
55.846654176712036,0,0,0,0,8.5,0
55.946367025375366,0,0,0,0,8.5,0
56.046377182006836,0,0,0,0,8.5,0
56.146491050720215,0,0,0,0,8.5,0
56.246530055999756,0,0,0,0,8.5,0
56.34636902809143,0,0,0,0,8.5,0
56.446491956710815,0,0,0,0,8.5,0
56.54599213600159,0,0,0,0,8.5,0
56.64563798904419,0,0,0,0,8.5,0
56.74637508392334,0,0,0,0,8.5,0
56.84549593925476,0,0,0,0,8.5,0
56.94561314582825,0,0,0,0,8.5,0
57.045382022857666,0,0,0,0,8.5,0
57.14548993110657,0,0,0,0,8.5,0
57.24550008773804,0,0,0,0,8.5,0
57.34552621841431,0,0,0,0,8.5,0
57.445488929748535,0,0,0,0,8.5,0
57.54548525810242,0,0,0,0,8.5,0
57.64449691772461,0,0,0,0,8.5,0
57.74486684799194,0,0,0,0,8.5,0
57.8446569442749,0,0,0,0,8.5,0
57.94449210166931,0,0,0,0,8.5,0
58.044678926467896,0,0,0,0,8.5,0
58.14460802078247,0,0,0,0,8.5,0
58.24449324607849,0,0,0,0,8.5,0
58.344521045684814,0,0,0,0,8.5,0
58.44448804855347,0,0,0,0,8.5,0
58.54337811470032,0,0,0,0,8.5,0
58.64336705207825,0,0,0,0,8.5,0
58.743250131607056,0,0,0,0,8.5,0
58.84312200546265,0,0,0,0,8.5,0
58.94298815727234,0,0,0,0,8.5,0
59.04299807548523,0,0,0,0,8.5,0
59.142874002456665,0,0,0,0,8.5,0
59.242738008499146,0,0,0,0,8.5,0
59.34275698661804,0,0,0,0,8.5,0
59.442737102508545,0,0,0,0,8.5,0
59.54261517524719,0,0,0,0,8.5,0
59.642618894577026,0,0,0,0,8.5,0
59.74261689186096,0,0,0,0,8.5,0
59.842617988586426,0,0,0,0,8.5,0
59.942748069763184,0,0,0,0,8.5,0
60.04274392127991,0,0,0,0,8.5,0
60.14262008666992,0,0,0,0,8.5,0
60.24174404144287,0,0,0,0,8.5,0
60.341744899749756,0,0,0,0,8.5,0
60.441869258880615,0,0,0,0,8.5,0
60.54174494743347,0,0,0,0,8.5,0
60.64174818992615,0,0,0,0,8.5,0
60.74187612533569,0,0,0,0,8.5,0
60.84188199043274,0,0,0,0,8.5,0
60.94187903404236,0,0,0,0,8.5,0
61.041873931884766,0,0,0,0,8.5,0
61.14174699783325,0,0,0,0,8.5,0
61.24187088012695,0,0,0,0,8.5,0
61.34211802482605,0,0,0,0,8.5,0
61.440876960754395,0,0,0,0,8.5,0
61.540887117385864,0,0,0,0,8.5,0
61.60612106323242,0,0,0,1,8.5,0
61.64200401306152,0,0,0,1,8.5,0
61.740758180618286,0,0,0,1,8.5,0
61.84087300300598,0,0,0,1,8.5,0
61.94100594520569,0,0,0,1,8.5,0
