time,can0_ESP_VL_Fahrtrichtung [],can0_ESP_VR_Fahrtrichtung [],can0_ESP_HL_Fahrtrichtung [],can0_ESP_HR_Fahrtrichtung []
4.060749053955078,3,3,0,3
4.080614805221558,3,3,0,3
4.100119113922119,3,3,0,3
4.120239019393921,3,3,0,3
4.140619993209839,3,3,0,3
4.16124701499939,3,3,0,3
4.181365013122559,3,3,0,3
4.200507164001465,3,3,0,3
4.2202348709106445,3,3,0,3
4.241112947463989,3,3,0,3
4.260243892669678,3,3,0,3
4.280240774154663,3,3,0,3
4.30012321472168,3,3,0,3
4.320122003555298,3,3,0,3
4.340646028518677,3,3,0,3
4.361114025115967,3,3,0,3
4.380113840103149,3,3,0,1
4.400496006011963,3,3,0,1
4.420241832733154,3,3,0,1
4.44061803817749,3,3,0,1
4.460123777389526,3,3,0,1
4.479995965957642,3,3,0,1
4.499996900558472,3,3,0,1
4.520120143890381,3,3,0,1
4.540628910064697,3,3,0,1
4.560125827789307,3,3,1,1
4.58011794090271,3,3,1,1
4.600489854812622,3,3,1,1
4.62012791633606,3,3,1,1
4.640743970870972,3,3,1,1
4.660491943359375,3,3,1,1
4.679872989654541,3,3,1,1
4.700865983963013,3,3,1,1
4.720244884490967,3,3,1,1
4.7407310009002686,3,3,1,1
4.760617971420288,3,3,1,1
4.780740976333618,3,3,1,1
4.80049204826355,3,3,1,1
4.820113182067871,3,3,1,1
4.840755939483643,3,3,1,1
4.860251188278198,3,3,1,1
4.879867792129517,3,3,1,1
4.900742053985596,3,3,1,1
4.920118093490601,3,3,1,1
4.940626859664917,3,3,1,1
4.960380792617798,3,3,1,1
4.980736017227173,3,3,1,1
5.000617027282715,3,3,1,1
5.020242929458618,3,3,1,1
5.0407421588897705,3,3,1,1
5.06024694442749,3,3,1,1
5.08061408996582,3,3,1,1
5.100613117218018,3,3,1,1
5.120116949081421,3,3,1,1
5.141247034072876,3,3,1,1
5.160166025161743,3,3,1,1
5.180618047714233,3,3,1,1
5.200615882873535,3,3,1,1
5.220239162445068,3,3,1,1
5.240494012832642,3,3,1,1
5.260613203048706,3,3,1,1
5.280631065368652,3,3,1,1
5.300493955612183,3,3,1,1
5.320374011993408,3,3,1,1
5.3404929637908936,3,3,1,1
5.360244035720825,3,3,1,1
5.38048791885376,3,3,1,1
5.400609970092773,3,3,1,1
5.420248031616211,3,3,1,1
5.440247058868408,3,3,1,1
5.460993051528931,3,3,1,1
5.480615854263306,3,3,1,1
5.500288009643555,3,3,1,1
5.520115852355957,3,3,1,1
5.539995193481445,3,3,1,1
5.560991048812866,3,3,1,1
5.580614805221558,3,3,1,1
5.60099196434021,3,3,1,1
5.6201231479644775,3,3,1,1
5.640862941741943,3,3,1,1
5.66074013710022,3,3,1,1
5.680614233016968,3,3,1,1
5.700239181518555,3,3,1,1
5.720250129699707,3,3,1,1
5.740862846374512,3,3,1,1
5.760860919952393,3,3,1,1
5.780365943908691,3,3,1,1
5.800738096237183,3,3,1,1
5.819870948791504,3,3,1,1
5.840987920761108,3,3,1,1
5.8602399826049805,3,3,1,1
5.88060998916626,3,3,1,1
5.900251150131226,3,3,1,1
5.920243978500366,3,3,1,1
5.939743995666504,3,3,1,1
5.960864067077637,3,3,1,1
5.9806129932403564,3,3,1,1
6.000997066497803,3,3,1,1
6.0202460289001465,3,3,1,1
6.040742874145508,3,3,1,1
6.060369968414307,3,3,1,1
6.080492973327637,3,3,1,1
6.100368022918701,3,3,1,1
6.120370864868164,3,3,1,1
6.140496015548706,3,3,1,1
6.160987138748169,3,3,1,1
6.1803669929504395,3,3,1,1
6.200740098953247,3,3,1,1
6.220118045806885,3,3,1,1
6.239866018295288,3,3,1,1
6.26098108291626,3,3,1,1
6.280364036560059,3,3,1,1
6.300736904144287,3,3,1,1
6.3205602169036865,3,3,1,1
6.340741157531738,3,3,1,1
6.360985040664673,3,3,1,1
6.380244970321655,3,3,1,1
6.399780988693237,3,3,1,1
6.42012095451355,3,3,1,1
6.440868139266968,3,3,1,1
6.460371017456055,3,3,1,1
6.480364084243774,3,3,1,1
6.500492095947266,3,3,1,1
6.520370960235596,3,3,1,1
6.540741205215454,3,3,1,1
6.561116933822632,3,3,1,1
6.580869197845459,3,3,1,1
6.60073709487915,3,3,1,1
6.620120048522949,3,3,1,1
6.640862941741943,3,3,1,1
6.661118030548096,3,3,1,1
6.680365085601807,3,3,1,1
6.700366973876953,3,3,1,1
6.7204909324646,3,3,1,1
6.7407448291778564,3,3,1,1
6.760867118835449,3,3,1,1
6.781364917755127,3,3,1,1
6.799901962280273,3,3,1,1
6.820991039276123,3,3,1,1
6.8408708572387695,3,3,1,1
6.860368013381958,3,3,1,1
6.8804850578308105,3,3,1,1
6.900740146636963,3,3,1,1
6.920363903045654,3,3,1,1
6.940865993499756,3,3,1,1
6.960736989974976,3,3,1,1
6.980992078781128,3,3,1,1
7.000864028930664,3,3,1,1
7.020732879638672,3,3,1,1
7.040864944458008,3,3,1,1
7.060492992401123,3,3,1,1
7.080861806869507,3,3,1,1
7.100364923477173,3,3,1,1
7.120373010635376,3,3,1,1
7.1402411460876465,3,3,1,1
7.160871982574463,3,3,1,1
7.181494951248169,3,3,1,1
7.200984954833984,3,3,1,1
7.2206130027771,3,3,1,1
7.240860939025879,3,3,1,1
7.2613630294799805,3,3,1,1
7.280365943908691,3,3,1,1
7.300371885299683,3,3,1,1
7.320497989654541,3,3,1,1
7.340986013412476,3,3,1,1
7.360867977142334,3,3,1,1
7.380372047424316,3,3,1,1
7.400032043457031,3,3,1,1
7.420500040054321,3,3,1,1
7.440865993499756,3,3,1,1
7.460740089416504,3,3,1,1
7.480489015579224,3,3,1,1
7.500365972518921,3,3,1,1
7.520493984222412,3,3,1,1
7.54086709022522,3,3,1,1
7.56086802482605,3,3,1,1
7.58110785484314,3,3,1,1
7.600987911224365,3,3,1,1
7.62073278427124,3,3,1,1
7.640999794006348,3,3,1,1
7.660508871078491,3,3,1,1
7.680369853973389,3,3,1,1
7.700295925140381,3,3,1,1
7.720740079879761,3,3,1,1
7.740868091583252,3,3,1,1
7.760999917984009,3,3,1,1
7.780368089675903,3,3,1,1
7.800985097885132,3,3,1,1
7.820741176605225,3,3,1,1
7.840864896774292,3,3,1,1
7.860620021820068,3,3,1,1
7.8809850215911865,3,3,1,1
7.900244951248169,3,3,1,1
7.920619010925293,3,3,1,1
7.9408769607543945,3,3,1,1
7.960240125656128,3,3,1,1
7.980875015258789,3,3,1,1
8.000041961669922,3,3,1,1
8.020867109298706,3,3,1,1
8.040866136550903,3,3,1,1
8.060625791549683,3,3,1,1
8.080984115600586,3,3,1,1
8.101117849349976,3,3,1,1
8.120742082595825,3,3,1,1
8.14088487625122,3,3,1,1
8.160554885864258,3,3,1,1
8.18087911605835,3,3,1,1
8.200118064880371,3,3,1,1
8.220371007919312,3,3,1,1
8.240875959396362,3,3,1,1
8.260731935501099,3,3,1,1
8.280378103256226,3,3,1,1
8.3002610206604,3,3,1,1
8.320741176605225,3,3,1,1
8.34087085723877,3,3,1,1
8.36040997505188,3,3,1,1
8.38075304031372,3,3,1,1
8.400116920471191,3,3,1,1
8.42086386680603,3,3,1,1
8.4408700466156,3,3,1,1
8.460883855819702,3,3,1,1
8.480747938156128,3,3,1,1
8.500367164611816,3,3,1,1
8.521021842956543,3,3,1,1
8.540866136550903,3,3,1,1
8.561109066009521,3,3,1,1
8.580742120742798,3,3,1,1
8.600176095962524,3,3,1,1
8.62100100517273,3,3,1,1
8.640862941741943,3,3,1,1
8.661109924316406,3,3,1,1
8.680739164352417,3,3,1,1
8.70027208328247,3,3,1,1
8.720996141433716,3,3,1,1
8.740993976593018,3,3,1,1
8.76099705696106,3,3,1,1
8.780622005462646,3,3,1,1
8.801456212997437,3,3,1,1
8.81998896598816,3,3,1,1
8.840864896774292,3,3,1,1
8.86036992073059,3,3,1,1
8.880491018295288,3,3,1,1
8.900245904922485,3,3,1,1
8.920001983642578,3,3,1,1
8.940871000289917,3,3,1,1
8.960994005203247,3,3,1,1
8.98061990737915,3,3,1,1
9.000494003295898,3,3,1,1
9.020246028900146,3,3,1,1
9.040864944458008,3,3,1,1
9.060742855072021,3,3,1,1
9.081126928329468,3,3,1,1
9.100495100021362,3,3,1,1
9.120161056518555,3,3,1,1
9.140987157821655,3,3,1,1
9.161906957626343,3,3,1,0
9.180368185043335,3,3,1,0
9.201489925384521,3,3,1,0
9.220113039016724,3,3,1,0
9.240993976593018,3,3,1,0
9.260871887207031,3,3,3,0
9.280486822128296,3,3,0,0
9.300500869750977,3,3,0,0
9.320122003555298,3,3,0,0
9.340994119644165,3,3,0,0
9.360987901687622,3,3,0,0
9.380615949630737,3,3,0,0
9.400507926940918,3,3,0,0
9.420114994049072,3,3,0,0
9.44098711013794,3,3,0,0
9.461116790771484,3,3,0,0
9.480490922927856,3,3,0,0
9.500510931015015,3,3,0,0
9.52029299736023,3,3,0,0
9.541117906570435,3,3,0,0
9.561246871948242,3,3,0,0
9.580489873886108,3,3,0,0
9.60049295425415,3,3,0,0
9.620242834091187,3,3,0,0
9.640991926193237,3,3,0,0
9.660372972488403,3,3,0,0
9.680742979049683,3,3,0,0
9.700500965118408,3,3,0,0
9.720300912857056,3,3,0,0
9.741114139556885,3,3,0,0
9.76050615310669,3,3,0,0
9.78062105178833,3,3,0,0
9.800503969192505,3,3,0,0
9.820409059524536,3,3,0,0
9.840988874435425,3,3,0,0
9.860749006271362,3,3,0,0
9.880491971969604,3,3,0,0
9.900493144989014,3,3,0,0
9.920368909835815,3,3,0,0
9.940369129180908,3,3,0,0
9.960742950439453,3,3,0,0
9.980501890182495,3,3,0,0
10.000496864318848,3,3,0,0
10.021180868148804,3,3,0,0
10.040992975234985,3,3,0,0
10.061113119125366,3,3,0,0
10.080989837646484,3,3,0,0
10.100489854812622,3,3,0,0
10.120386123657227,3,3,0,0
10.140619039535522,3,3,0,0
10.160988807678223,3,3,0,0
10.180619955062866,3,3,0,0
10.200747966766357,3,3,0,0
10.220492124557495,3,3,0,0
10.241237878799438,3,3,0,0
10.261247873306274,3,3,0,0
10.280617952346802,3,3,0,0
10.300742149353027,3,3,0,0
10.320495128631592,3,3,0,0
10.340862035751343,3,3,0,0
10.361359119415283,3,3,0,0
10.38049602508545,3,3,0,0
10.400616884231567,3,3,0,0
10.420618057250977,3,3,0,0
10.441004037857056,3,3,0,0
10.461496114730835,3,3,0,0
10.480612993240356,3,3,0,0
10.501243114471436,3,3,0,0
10.520614862442017,3,3,0,0
10.540985107421875,3,3,0,0
10.561491966247559,3,3,0,0
10.581120014190674,3,3,0,0
10.600510835647583,3,3,0,0
10.620502948760986,3,3,0,0
10.640990972518921,3,3,0,0
10.660747051239014,3,3,0,0
10.681243181228638,3,3,0,0
10.700629949569702,3,3,0,0
10.720618963241577,3,3,0,0
10.741117000579834,3,3,0,0
10.760542869567871,3,3,0,0
10.780611038208008,3,3,0,0
10.800626993179321,3,3,0,0
10.820509910583496,3,3,0,0
10.841249942779541,3,3,0,0
10.861485004425049,3,3,0,0
10.880615949630737,3,3,0,0
10.900497198104858,3,3,0,0
10.920632123947144,3,3,0,0
10.940993070602417,3,3,0,0
10.961612939834595,3,3,0,0
10.980869054794312,3,3,0,0
11.000746011734009,3,3,0,0
11.020618915557861,3,3,0,0
11.041111946105957,3,3,0,0
11.060621976852417,3,3,0,0
11.080988883972168,3,3,0,0
11.100494146347046,3,3,0,0
11.120620012283325,3,3,0,0
11.141113996505737,3,3,0,0
11.161611080169678,3,3,0,0
11.180612087249756,3,3,0,0
11.200621128082275,3,3,0,0
11.220616817474365,3,3,0,0
11.24111008644104,3,3,0,0
11.26161789894104,3,3,0,0
11.280735969543457,3,3,0,0
11.301239967346191,3,3,0,0
11.32091498374939,3,3,0,0
11.340987205505371,3,3,0,0
11.360496044158936,3,3,0,0
11.380494117736816,3,3,0,0
11.400373935699463,3,3,0,0
11.420488834381104,3,3,0,0
11.441174030303955,3,3,0,0
11.460494041442871,3,3,0,0
11.481115102767944,3,3,0,0
11.500614881515503,3,3,0,0
11.520506143569946,3,3,0,0
11.541236877441406,3,3,0,0
11.561734199523926,3,3,0,0
11.581362009048462,3,3,0,0
11.600492000579834,3,3,0,0
11.620620012283325,3,3,0,0
11.641136884689331,3,3,0,0
11.661620855331421,3,3,0,0
11.680613040924072,3,3,0,0
11.700613021850586,3,3,0,0
11.720993041992188,3,3,0,0
11.741115093231201,3,3,0,0
11.761482954025269,3,3,0,0
11.781234979629517,3,3,0,0
11.80049204826355,3,3,0,0
11.82074499130249,3,3,0,0
11.84112000465393,3,3,0,0
11.860496044158936,3,3,0,0
11.881115913391113,3,3,0,0
11.900514125823975,3,3,0,0
11.920785188674927,3,3,0,0
11.941115856170654,3,3,0,0
11.960500001907349,3,3,0,0
11.98061490058899,3,3,0,0
12.000752925872803,3,3,0,0
12.020496129989624,3,3,0,0
12.04112696647644,3,3,0,0
12.060497045516968,3,3,0,0
12.0813729763031,3,3,0,0
12.100626945495605,3,3,0,0
12.120866060256958,3,3,0,0
12.141180992126465,3,3,0,0
12.16050410270691,3,3,0,0
12.181113004684448,3,3,0,0
12.200740098953247,3,3,0,0
12.220743894577026,3,3,0,0
12.241115093231201,3,3,0,0
12.260792970657349,3,3,0,0
12.280872821807861,3,3,0,0
12.301124095916748,3,3,0,0
12.320742845535278,3,3,0,0
12.34112000465393,3,3,0,0
12.360625982284546,3,3,0,0
12.38136911392212,3,3,0,0
12.400743961334229,3,3,0,0
12.420744895935059,3,3,0,0
12.441132068634033,3,3,0,0
12.460632085800171,3,3,0,0
12.480746030807495,3,3,0,0
12.50123906135559,3,3,0,0
12.521254062652588,3,3,0,0
12.541259050369263,3,3,0,0
12.560870885848999,3,3,0,0
12.58074688911438,3,3,0,0
12.600739002227783,3,3,0,0
12.62061595916748,3,3,0,0
12.641120910644531,3,3,0,0
12.66099500656128,3,3,0,0
12.680742979049683,3,3,0,0
12.700621128082275,3,3,0,0
12.720870018005371,3,3,0,0
12.741497039794922,3,3,0,0
12.7622389793396,3,3,0,0
12.78136396408081,3,3,0,0
12.800742864608765,3,3,0,0
12.8208749294281,3,3,0,0
12.841248035430908,3,3,0,0
12.860874891281128,3,3,0,0
12.88123893737793,3,3,0,0
12.900748014450073,3,3,0,0
12.920870780944824,3,3,0,0
12.94111680984497,3,3,0,0
12.961371183395386,3,3,0,0
12.980868101119995,3,3,0,0
13.000624895095825,3,3,0,0
13.021246910095215,3,3,0,0
13.041115045547485,3,3,0,0
13.06124997138977,3,3,0,0
13.080989837646484,3,3,0,0
13.100881814956665,3,3,0,0
13.120759010314941,3,3,0,0
13.141243934631348,3,3,0,0
13.160998821258545,3,3,0,0
13.180871963500977,3,3,0,0
13.200618028640747,3,3,0,0
13.220761060714722,3,3,0,0
13.241244792938232,3,3,0,0
13.26149296760559,3,3,0,0
13.28074598312378,3,3,0,0
13.300868034362793,3,3,0,0
13.32162094116211,3,3,0,0
13.341125011444092,3,3,0,0
13.361116886138916,3,3,0,0
13.381492853164673,3,3,0,0
13.400744915008545,3,3,0,0
13.420745849609375,3,3,0,0
13.441243886947632,3,3,0,0
13.461244821548462,3,3,0,0
13.4807448387146,3,3,0,0
13.500743865966797,3,3,0,0
13.520617961883545,3,3,0,0
13.541236877441406,3,3,0,0
13.561371803283691,3,3,0,0
13.581243991851807,3,3,0,0
13.600998163223267,3,3,0,0
13.621248006820679,3,3,0,0
13.641247034072876,3,3,0,0
13.661623001098633,3,3,0,0
13.681135177612305,3,3,0,0
13.701739072799683,3,3,0,0
13.721129894256592,3,3,0,0
13.741252183914185,3,3,0,0
13.761670112609863,3,3,0,0
13.781006097793579,3,3,0,0
13.800997018814087,3,3,0,0
13.821988105773926,3,3,0,0
13.841248989105225,3,3,0,0
13.861817121505737,3,3,0,0
13.88198709487915,3,3,0,0
13.901486158370972,3,3,0,0
13.92099404335022,3,3,0,0
13.941243171691895,3,3,0,0
13.960900068283081,3,3,0,0
13.980875968933105,3,3,0,0
14.000868082046509,3,3,0,0
14.020879030227661,3,3,0,0
14.04124116897583,3,3,0,0
14.060739994049072,3,3,0,0
14.081115007400513,3,3,0,0
14.100870132446289,3,3,0,0
14.12075400352478,3,3,0,0
14.141237020492554,3,3,0,0
14.16078519821167,3,3,0,0
14.18074893951416,3,3,0,0
14.201000928878784,3,3,0,0
14.220621109008789,3,3,0,0
14.24124002456665,3,3,0,0
14.260998964309692,3,3,0,0
14.280622959136963,3,3,0,0
14.301244974136353,3,3,0,0
14.32080602645874,3,3,0,0
14.34124493598938,3,3,0,0
14.360745906829834,3,3,0,0
14.381714820861816,3,3,0,0
14.400743961334229,3,3,0,0
14.420495986938477,3,3,0,0
14.441251993179321,3,3,0,0
14.460681915283203,3,3,0,0
14.480504989624023,3,3,0,0
14.501117944717407,3,3,0,0
14.521365880966187,3,3,0,0
14.54123592376709,3,3,0,0
14.5606210231781,3,3,0,0
14.580413818359375,3,3,0,0
14.600620031356812,3,3,0,0
14.621240139007568,3,3,0,0
14.641240119934082,3,3,0,0
14.660994052886963,3,3,0,0
14.681372880935669,3,3,0,0
14.701611995697021,3,3,0,0
14.721254110336304,3,3,0,0
14.741579055786133,3,3,0,0
14.760678052902222,3,3,0,0
14.781239032745361,3,3,0,0
14.800625801086426,3,3,0,0
14.821246862411499,3,3,0,0
14.841243028640747,3,3,0,0
14.860782146453857,3,3,0,0
14.881230115890503,3,3,0,0
14.901120901107788,3,3,0,0
14.921105146408081,3,3,0,0
14.941241979598999,3,3,0,0
14.961121082305908,3,3,0,0
14.981117010116577,3,3,0,0
15.000622987747192,3,3,0,0
15.021114110946655,3,3,0,0
15.041236877441406,3,3,0,0
15.060870885848999,3,3,0,0
15.080991983413696,3,3,0,0
15.10074496269226,3,3,0,0
15.12087082862854,3,3,0,0
15.141247987747192,3,3,0,0
15.160870790481567,3,3,0,0
15.180991888046265,3,3,0,0
15.200870990753174,3,3,0,0
15.220870971679688,3,3,0,0
15.24124789237976,3,3,0,0
15.260746002197266,3,3,0,0
15.280998229980469,3,3,0,0
15.300743818283081,3,3,0,0
15.321007013320923,3,3,0,0
15.341232776641846,3,3,0,0
15.361119031906128,3,3,0,0
15.381134033203125,3,3,0,0
15.400620937347412,3,3,0,0
15.420743942260742,3,3,0,0
15.441362857818604,3,3,0,0
15.460747957229614,3,3,0,0
15.481112957000732,3,3,0,0
15.500622034072876,3,3,0,0
15.520795106887817,3,3,0,0
15.541491031646729,3,3,0,0
15.561239957809448,3,3,0,0
15.581241130828857,3,3,0,0
15.601242065429688,3,3,0,0
15.621249914169312,3,3,0,0
15.641369104385376,3,3,0,0
15.661863803863525,3,3,0,0
15.681115865707397,3,3,0,0
15.700865983963013,3,3,0,0
15.720798015594482,3,3,0,0
15.7413649559021,3,3,0,0
15.760781049728394,3,3,0,0
15.781114101409912,3,3,0,0
15.800742864608765,3,3,0,0
15.820780992507935,3,3,0,0
15.841363906860352,3,3,0,0
15.861374855041504,3,3,0,0
15.881123065948486,3,3,0,0
15.901623010635376,3,3,0,0
15.921987056732178,3,3,0,0
15.941354990005493,3,3,0,0
15.960868120193481,3,3,0,0
15.980994939804077,3,3,0,0
16.00087285041809,3,3,0,0
16.02086305618286,3,3,0,0
16.041357040405273,3,3,0,0
16.06124496459961,3,3,0,0
16.081361055374146,3,3,0,0
16.10090208053589,3,3,0,0
16.120869159698486,3,3,0,0
16.14148998260498,3,3,0,0
16.161000967025757,3,3,0,0
16.180861949920654,3,3,0,0
16.200872898101807,3,3,0,0
16.221124172210693,3,3,0,0
16.2413649559021,3,3,0,0
16.261990785598755,3,3,0,0
16.28112506866455,3,3,0,0
16.300864934921265,3,3,0,0
16.32087016105652,3,3,0,0
16.341360807418823,3,3,0,0
16.360876083374023,3,3,0,0
16.38136386871338,3,3,0,0
16.400748014450073,3,3,0,0
16.420872926712036,3,3,0,0
16.441365003585815,3,3,0,0
16.460753202438354,3,3,0,0
16.480886936187744,3,3,0,0
16.50125002861023,3,3,0,0
16.52150297164917,3,3,0,0
16.54136610031128,3,3,0,0
16.560881853103638,3,3,0,0
16.58088183403015,3,3,0,0
16.600867986679077,3,3,0,0
16.620991945266724,3,3,0,0
16.64136290550232,3,3,0,0
16.66124391555786,3,3,0,0
16.68086814880371,3,3,0,0
16.700865983963013,3,3,0,0
16.720871925354004,3,3,0,0
16.74137020111084,3,3,0,0
16.761125087738037,3,3,0,0
16.780999898910522,3,3,0,0
16.80087900161743,3,3,0,0
16.821859121322632,3,3,0,0
16.84136700630188,3,3,0,0
16.861867904663086,3,3,0,0
16.88086700439453,3,3,0,0
16.900866985321045,3,3,0,0
16.920861959457397,3,3,0,0
16.94136691093445,3,3,0,0
16.960991859436035,3,3,0,0
16.980885982513428,3,3,0,0
17.000879049301147,3,3,0,0
17.020872831344604,3,3,0,0
17.041367053985596,3,3,0,0
17.060881853103638,3,3,0,0
