time,can1_NP_LatDegree [Unit_DegreOfArc],can1_NP_LongDegree [Unit_DegreOfArc],can1_NP_Fix []
90.90538811683655,47.433805,9.374607,3
91.00529909133911,47.433721999999996,9.374533,3
91.10613417625427,47.433721999999996,9.374533,3
91.20613312721252,47.433721999999996,9.374533,3
91.30530118942261,47.433721999999996,9.374533,3
91.40519618988037,47.433721999999996,9.374533,3
91.50612711906433,47.433721999999996,9.374533,3
91.6062650680542,47.433721999999996,9.374533,3
91.70517301559448,47.433721999999996,9.374533,3
91.80625891685486,47.433721999999996,9.374533,3
91.90525007247925,47.433721999999996,9.374533,3
92.00516510009766,47.433637999999995,9.374457999999999,3
92.10613298416138,47.433637999999995,9.374457999999999,3
92.20525693893433,47.433637999999995,9.374457999999999,3
92.30553603172302,47.433637999999995,9.374457999999999,3
92.40631008148193,47.433637999999995,9.374457999999999,3
92.50513315200806,47.433637999999995,9.374457999999999,3
92.6061441898346,47.433637999999995,9.374457999999999,3
92.70662999153137,47.433637999999995,9.374457999999999,3
92.80540299415588,47.433637999999995,9.374457999999999,3
92.90613889694214,47.433637999999995,9.374457999999999,3
93.00563621520996,47.433557,9.374385,3
93.10588598251343,47.433557,9.374385,3
93.20575904846191,47.433557,9.374385,3
93.30576419830322,47.433557,9.374385,3
93.40564012527466,47.433557,9.374385,3
93.5055181980133,47.433557,9.374385,3
93.6055600643158,47.433557,9.374385,3
93.7053849697113,47.433557,9.374385,3
93.80626893043518,47.433557,9.374385,3
93.90626406669617,47.433557,9.374385,3
94.0056300163269,47.433478,9.374315,3
94.10538101196289,47.433478,9.374315,3
94.20651197433472,47.433478,9.374315,3
94.30527019500732,47.433478,9.374315,3
94.40526390075684,47.433478,9.374315,3
94.50625705718994,47.433478,9.374315,3
94.60627007484436,47.433478,9.374315,3
94.70526599884033,47.433478,9.374315,3
94.80564785003662,47.433478,9.374315,3
94.90638494491577,47.433397,9.374248,3
95.00527119636536,47.433397,9.374248,3
95.10565900802612,47.433397,9.374248,3
95.20528221130371,47.433397,9.374248,3
95.30526399612427,47.433397,9.374248,3
95.40638327598572,47.433397,9.374248,3
95.50531005859375,47.433397,9.374248,3
95.60626101493835,47.433397,9.374248,3
95.70613884925842,47.433397,9.374248,3
95.80600810050964,47.433397,9.374248,3
95.90592908859253,0.0,0.0,1
96.00588393211365,47.433313999999996,9.374189999999999,3
96.10575485229492,47.433313999999996,9.374189999999999,3
96.20564794540405,47.433313999999996,9.374189999999999,3
96.30585408210754,47.433313999999996,9.374189999999999,3
96.40563702583313,47.433313999999996,9.374189999999999,3
96.50568509101868,47.433313999999996,9.374189999999999,3
96.60651016235352,47.433313999999996,9.374189999999999,3
96.70541501045227,47.433313999999996,9.374189999999999,3
96.80543112754822,47.433313999999996,9.374189999999999,3
96.9065580368042,47.433313999999996,9.374189999999999,3
97.00544500350952,47.433228,9.374148,3
97.10640406608582,47.433228,9.374148,3
97.20576214790344,47.433228,9.374148,3
97.3055670261383,47.433228,9.374148,3
97.40538907051086,47.433228,9.374148,3
97.50651812553406,47.433228,9.374148,3
97.6065092086792,47.433228,9.374148,3
97.70564198493958,47.433228,9.374148,3
97.80662989616394,47.433228,9.374148,3
97.90588712692261,47.433228,9.374148,3
98.00551199913025,47.433138,9.374132,3
98.10577201843262,47.433138,9.374132,3
98.20576500892639,47.433138,9.374132,3
98.3055350780487,47.433138,9.374132,3
98.40650510787964,47.433138,9.374132,3
98.5055181980133,47.433138,9.374132,3
98.606516122818,47.433138,9.374132,3
98.70675301551819,47.433138,9.374132,3
98.80588698387146,47.433138,9.374132,3
98.90550518035889,47.433138,9.374132,3
